index,title,final_price,list_price,bedrooms,bathrooms,sqft,parking,description,mls,type,full_link,full_address,lat,long,city_district
94,"3 - 1251 Bridletowne Circ, Toronto (E4714109) | Zoocasa",780000,738000,4 beds,4 baths,N/A sq. ft.,1 parking,"High Demand Location! Steps To Finch And Warden,Mall,Ttc. 1.5 Yr Old 4 Bed 4 Bath, 1845 Sqft Townhouse. Boasting 9 Ft Ceiling And Hardwood On The Main Floor. Underground Parking And A Rooftop Deck. Excellent Investment/Self-Use Opportunity!",E4714109,Att/Row/Twnhouse,https://www.zoocasa.com/toronto-on-real-estate/6726713-3-1251-bridletowne-circ-toronto-on-m1w0a5-vow," 1251 Bridletowne Cir, Toronto , Ontario, Canada",43.7941954,-79.3104653,
95,"812 - 31 Bales Ave, Toronto (C4730179) | Zoocasa",568000,499000,1 beds,1 baths,500–599 sq. ft.,1 parking,"Welcome To Cosmo Condos By Menkes - This Fully Updated And Spacious 1 Bedroom + 1 Bath Condo With 1 X Parking Is Located In Prime North York. Upgraded Granite Kitchen Counters W/ Breakfast Bar, S/S Appliances, Bamboo H/W Floors, Pot Lights Throughout. Move In Ready. Open Balcony, Shops, Whole Foods, Best Restaurants & Theatre. Mins To Hwy 401. Amenities: 24Hr Concierge, Indoor Pool, Party Room, Exercise Room, Sauna, Billiards And Visitor Parking.",C4730179,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6763532-812-31-bales-ave-toronto-on-m2n7l6-vow," 31 Bales Ave, Toronto , Ontario, Canada",43.7601326,-79.4088886,
96,"4105 - 25 Capreol Crt, Toronto (C4732542) | Zoocasa",840000,799000,2 + 1 beds,2 baths,800–899 sq. ft.,1 parking,"2Bedroom+Den & 2 Washroom. 823 Sq Ft Plus 2 Open Balconies. Upgraded Finishes! 9 Ft Ceilings! Elegant Modern Kitchen. Ensuite Laundry.Motorized Blinds. Close To Sobey`s, Cn Tower And Rogers Center. Overlooking The Upcoming ""Rail Deck Park"" Project. Top Of The Line Amenities - 24 Hour Concierge, Exercise Room, Party Room, Outdoor Pool. Offer Presentation @ 9Pm Sunday April 5th. Pre-Emptive Offers Are Welcome. Virtual Tour: Https://Www.Winsold.Com/Tour/16751",C4732542,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6768877-4105-25-capreol-crt-toronto-on-m5v3z7-vow," 25 Capreol Crt, Toronto , Ontario, Canada",43.6406584,-79.3956929,
97,"48 Murrie St, Toronto (W4732284) | Zoocasa",895000,895000,2 beds,1 baths,N/A sq. ft.,4 parking,"Charming, Sunny, Light Filled Bungalow In Mimico. Gleaming Hardwood Floors, Generous Sized Master Bedroom And An Updated Bathroom Featuring An Oversized Tub. Entertain Friends And Family In The Huge Backyard, Featuring A New Poured Concrete Patio (2019). Elementary/Middle School Is Located A Short Walk To The End Of The Street. Large Lot Allows For Endless Possibilities. Build Up, Build Out, Or Simply Move Into This Beautiful Turnkey Home.",W4732284,Detached,https://www.zoocasa.com/toronto-on-real-estate/6768308-48-murrie-st-toronto-on-m8v1x7-vow,"48 Murrie St, Toronto , Ontario, Canada",43.6055371,-79.4967298,
98,"1012 - 62 Forest Manor Rd, Toronto (C4732739) | Zoocasa",487000,499800,1 beds,1 baths,500–599 sq. ft.,1 parking,"**Luxurious Very Well Kept 1 Bdrm Condo W/Great View, Prime North York Location, Subway Access/Ttc Buses/Fairview Mall At The Door, 9Ft Ceiling, 24 Hr Concierge, Close To Hwy 404/401/Shopping/Restaurants/Food Court/Entertainment. Open Balcony W/Good View**Sunny/Spacious Unit Nicely Renovated & Updated*Laminate Flooring Throughout, Modern Kitchen W/Granite Counter Top, Dbl Sink & Stainless Steel Appliances*Breakfast Bar*Custom Window Blinds. Just Move-In!",C4732739,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6769428-1012-62-forest-manor-rd-toronto-on-m2j1m6-vow," 62 Forest Manor Rd, Toronto , Ontario, Canada",43.7739223,-79.345726,
99,"387 Crawford St, Toronto (C4727450) | Zoocasa",1281000,1199000,2 beds,3 baths,N/A sq. ft.,1 parking,"Post Modernist Architectural Masterpiece On A Huge Corner Lot! Expansive Bauhaus Style Windows That Will Truly Lift Your Spirits. Designed With Utmost Care To Maximize Space And Create 20 Ft. Ceilings. Heated Garage/Studio, Private Rooftop Terrace With City View, Huge Side Lot Awaiting Your Imagination, Lower Level Is Mostly Above Ground, Tons Of Privacy With Front Lawn Trees. ** Listing Agents Will Be Hosting Virtual Open House, Please Inquire**",C4727450,Semi-Detached,https://www.zoocasa.com/toronto-on-real-estate/6757481-387-crawford-st-toronto-on-m6j2w1-vow,"387 Crawford St, Toronto , Ontario, Canada",43.6537714,-79.4181832,
101,"510 - 438 Richmond St W, Toronto (C4729634) | Zoocasa",871000,865000,2 beds,2 baths,800–899 sq. ft.,1 parking,"Vacant And Freshly Cleaned! Desirable Split-Bedroom Corner Floor Plan At The Morgan! Uplifting Light-Filled Space With Numerous Windows, High Ceilings & Wood Flooring. White Galley Kitchen, Large Master W/Dressing Area & Ensuite. Grand Foyer Provides Privacy & A Sense Of Arrival. Definitely Not For Those Looking For Boring Cookie-Cutter.The Unique Morgan Style And High Quality Is Much Loved By Its Residents And Guests. Please See Virtual Tour.",C4729634,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6761442-510-438-richmond-st-w-toronto-on-m5v3s6-vow," 438 Richmond St W, Toronto , Ontario, Canada",43.6480053,-79.3968338,
102,"503 - 192 Jarvis St, Toronto (C4729748) | Zoocasa",798000,798000,2 beds,2 baths,1200–1399 sq. ft.,1 parking,"Must See This Upscale, Tastefully Updated 2Bed/2Bath Suite, Split-Plan Layout, In Sought-After Boutique Building. Corner Unit, Unobstructed Southeast Views. Sunlit, Large Open Concept Living/Dining W/O To Ample Balcony For Outdoor Entertainment. Chef's Eat-In Kitchen: Premium Appliances, Custom Cabinetry, Tile Flooring, Quartz Countertop & Glass Tile Backsplash. Master Retreat With Walk-Through Closet, 4Pc Ensuite.",C4729748,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6761967-503-192-jarvis-st-toronto-on-m5b2j9-vow," 192 Jarvis St, Toronto , Ontario, Canada",43.6564773,-79.3745467,
104,"6 Bathford Cres, Toronto (C4729941) | Zoocasa",1480000,1599900,3 beds,3 baths,N/A sq. ft.,6 parking,"Welcome To 6 Bathford Cres! Prime Location On Widening 59X125Ft Lot On Quiet Crescent In Bayview Village/Alamosa Neighbourhood. This Spacious & Renovated Home Has An Incredible Layout With Large Rooms & Lots Of Natural Light. Master Bedroom With Double Closet & Ensuite Bathroom. Large, Renovated Kitchen With New Quartz Counter Tops. Hardwood Floors Throughout. Fabulous Lower Level - Extra High Ceilings & Separate Entrance. Deep Lot.",C4729941,Detached,https://www.zoocasa.com/toronto-on-real-estate/6762800-6-bathford-cres-toronto-on-m2j2s4-vow,"6 Bathford Cres, Toronto , Ontario, Canada",43.7880115,-79.3720481,
106,"1807 - 5 Michael Power Pl, Toronto (W4729462) | Zoocasa",570000,575000,2 beds,2 baths,800–899 sq. ft.,1 parking,"This Is The One For Value-Minded Buyers Looking For Lots Of Space Who Still Want To Call The City Home. Two Bedrooms, Two Bathrooms In A Split Floor Plan, Balcony, Locker + Parking. All Walking Distance To The Subway. Perfect If You Work West But Want To Be Close To The Action Downtown. Easy Access To The Gardiner, 427, Go And Pearson, All In A Safe, Quiet Neighborhood. No Carpet Here. Exercise Room, Party Lounge, Billiards/Cards Rec Room And Meeting Room.",W4729462,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6761043-1807-5-michael-power-pl-toronto-on-m9a0a3-vow," 5 Michael Power Pl, Toronto , Ontario, Canada",43.6442765,-79.528939,
107,"313 - 15 Strangford Lane Lane, Toronto (E4733812) | Zoocasa",560000,499900,2 beds,3 baths,1000–1199 sq. ft.,1 parking,"Absolutely Wonderful & Spacious 2 Bedroom, 3 Bathroom Stacked Townhouse W/ Newer Engineered Hardwood Floors, Updated Quartz Countertop W/ Glass Backsplash, Freshly Painted Throughout Most Of The Home & Very Well Maintained! Lots Of Natural Light & North Exposure With Walk-Out Balcony + Plenty Of Storage. Excellent Location, Just Steps To Vic Park Subway Station, The Upcoming Eglinton Lrt, Tons Of Shopping Plaza's, Parks, Schools & Quick Commute To Hwy.",E4733812,Condo Townhouse,https://www.zoocasa.com/toronto-on-real-estate/6771794-313-15-strangford-lane-lane-toronto-on-m1l0e5-vow," 15 Strangford Lane Lane, Toronto , Ontario, Canada",43.7096802,-79.2957628,
108,"24 Maxome Ave, Toronto (C4661986) | Zoocasa",1520000,1548000,3 + 1 beds,3 baths,N/A sq. ft.,2 parking,"Fabulous Opportunity To Own Beautiful Lux Home On Prime 52.25 X 152'Lot In Prestige's Willowdale.Tastefully Ren'd Top To Bottom! Sun Drenched Elegant Open Concept Space W Gleaming Hardwood Flr,Gas Fireplace,Potlit.Chef's Gourmet Kitchen W Centre Island,Granite C/T & Back Splash,Stainless Steel Appl,All Newer Baths.Prof Finished In Law Apt Bsmt W Wet Bar,Kitchen,,Separate Laundry&Separate Entrance.Huge Deck In Deep Private Oasis Backyard.Interlock All Around!",C4661986,Detached,https://www.zoocasa.com/toronto-on-real-estate/6605556-24-maxome-ave-toronto-on-m2m3j9-vow,"24 Maxome Ave, Toronto , Ontario, Canada",43.7846653,-79.4001153,
109,"S715 - 112 George St, Toronto (C4732117) | Zoocasa",635000,639900,1 beds,1 baths,500–599 sq. ft.,1 parking,"Rarely Available Spacious Suite In ""The Vu""! Large Full Length Terrace With Lake View And Garden Tap/Drain-Perfect For Gardeners!Shows Amazing With Upgraded:Engineered Hardwood Floors, Granite,Funky Backsplash Toilet,Unit Just Painted!Located In The ""Podium Area"" Where Units Have 10Ft Ceilings & Access To 3 Sets Of Elevators!Parking Spot Right At Door!Walk To Lake,Distillery,St.Lawrence,Eaton Centre,George Brown,Financial District",C4732117,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6767891-s715-112-george-st-toronto-on-m5a2m5-vow," 112 George St, Toronto , Ontario, Canada",43.6520584,-79.3714575,
110,"2712 - 33 Sheppard Ave E, Toronto (C4726220) | Zoocasa",590000,499000,1 beds,1 baths,600–699 sq. ft.,1 parking,"This Spectacular Minto Luxury Condominium Residence At Yonge & Sheppard In North York. Soaring 9Ft Ceiling With Fantastic East View. Superb Amenities: Cafe/Bar, Lounge, Movie, Hot Tub, Pool, Study/Business Centre, Bbq & Much More. 605 Sqft + 63 Sqft Balcony. Steps To Sheppard & Yonge Subway Line & Wholefood Supermarket. Easy Access To Highway 401, Shopping Centre, Restaurants, Library, Theatre, Etc.",C4726220,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6754705-2712-33-sheppard-ave-e-toronto-on-m2n7k1-vow," 33 Sheppard Ave E, Toronto , Ontario, Canada",43.7611976,-79.4089515,
111,"707 - 28 Olive Ave, Toronto (C4724850) | Zoocasa",542000,539000,1 beds,1 baths,600–699 sq. ft.,1 parking,"Just Across Yonge/Finch Subway Station, Yrt To York Region. Easy Access To 401,407, Shopping, Dinning And Entertainment Within Walking Distance. Maintenance Fee Includes Heats, Hydro, Water, Bldg Insurance And Common Elements. Don't Wait And Waste Time, Offers Anytime!!",C4724850,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6750864-707-28-olive-ave-toronto-on-m2n7e6-vow," 28 Olive Ave, Toronto , Ontario, Canada",43.7793207,-79.4137118,
112,"12 Mayfield Ave, Toronto (W4725015) | Zoocasa",1593000,1648000,3 + 1 beds,4 baths,1500–2000 sq. ft.,1 parking,"Rebuilt & Underpinned.Absolutely Stunning Contemporary Almost 2500Sqft Of Living Space.3+1Bdrm & 4Bath Open Concept Main Lev,Oak Fl T/Out,Powder Rm,Pot Lights,Designer Kit.W/Quartz Backsplash & Counters.St/St Appl.Comb.Fam Rm W/Frpl & W/O Deck To Gorgeous Fenced Yrd & Gar.Majestic Master W/Spa 5Pc Ens.Outstanding Bsmt Rec Rm.8.5Ft Ceiling W/Pot Lights,Wet Bar,Lrg Bdrm,3Pc Bath & Laund.Rm.Just Steps To Vibrant Bloor St & Subway.Walk To Rennie Park & Swansea Ps",W4725015,Semi-Detached,https://www.zoocasa.com/toronto-on-real-estate/6751990-12-mayfield-ave-toronto-on-m6s1k3-vow,"12 Mayfield Ave, Toronto , Ontario, Canada",43.6492106,-79.4781665,
114,"211 - 5 Shady Gfwy E, Toronto (C4723609) | Zoocasa",445000,399700,2 + 1 beds,1 baths,900–999 sq. ft.,1 parking,"Calling All First-Time Homebuyers, Investors & Downsizers. Amazing Opportunity! Its A Must See! Move In Condition! Enjoy Beautiful Ravine Views. Large Kitchen, Living And Dining. Oversized Master Bedroom With W/I Closet. Very Well Maintained Condo Building With Great Amenities Include Exercise Room,Indoor Pool,Sauna,Party Room And 24Hr Security.Close To Downtown, Minutes To The New Aga Khan Islamic Centre, Steps To New Costco, Transit, Park, Community Cntr.",C4723609,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6747582-211-5-shady-gfwy-e-toronto-on-m3c3a5-vow," 5 Shady Gfwy E, Toronto , Ontario, Canada",43.717632,-79.32634,
116,"114 Rainsford Rd, Toronto (E4730853) | Zoocasa",999999,999000,3 beds,1 baths,N/A sq. ft.,no parking,"Best Of The Beaches Is At Your Doorstep In This Upgraded Home In The Beaches Triangle! Stunning Combination Of Modern Updates Intermingle W/ Classic Elements Like Original Hardwood And Stained Glass Details.Large Bedrooms And Modern Eat In Kitchen W/ Granite Counters & Pantry Area Is Perfect For Family Meals, And Formal Dining Room W/ Bay Window Makes Hosting Guests Easy. Large Bedrooms And Open Basement Is Ideal For A Growing Family. Welcome Home!",E4730853,Semi-Detached,https://www.zoocasa.com/toronto-on-real-estate/6765006-114-rainsford-rd-toronto-on-m4l3n9-vow,"114 Rainsford Rd, Toronto , Ontario, Canada",43.6724684,-79.3088475,
117,"101 - 60 Byng Ave, Toronto (C4706981) | Zoocasa",448000,468800,1 beds,1 baths,500–599 sq. ft.,1 parking,"Fantastic Location! Ttc And Subway Minutes Away! Well Maintained,1 Bedroom,1 Bathroom, Ground Level Condo With Terrace And 10 Foot Ceilings! Functional Kitchen Layout With Open Concept Living Space, Patio Door Leads Out To Your Terrace! Condo Has Ensuite Laundry, 1 Locker And 1 Parking Space. Close To All Area Amenities. Building Amenities Include Indoor Pool, Currently Being Renovated, Concierge, Security System, Gym, Visitor Parking And More!",C4706981,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6709416-101-60-byng-ave-toronto-on-m2n7k3-vow," 60 Byng Ave, Toronto , Ontario, Canada",43.7774012,-79.4128023,
118,"201 - 475 The West Mall, Toronto (W4727380) | Zoocasa",440000,439000,2 beds,1 baths,1000–1199 sq. ft.,2 parking,"Bright And Spacious Unit Great Location, Updated Hallways Throughout The Building! Renovated Custom Kitchen W/ Quality Cabinets, [New S/S Fridge, Stove And B/I Microwave] Laminate Flooring Throughout! Spacious Master W/ Walk-In Closet! Freshly Painted In Neutral Colours! 4 Piece Bath! Large Laundry With Plenty Of Storage! 2 Parking Spots, Conveniently Located - Steps To Ttc, 427, Grocery & Shopping! All Inclusive Maintenance Fees.",W4727380,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6756761-201-475-the-west-mall-toronto-on-m9c4z3-vow," 475 The West Mall, Toronto , Ontario, Canada",43.6476986,-79.5666217,
119,"507 Davisville Ave, Toronto (C4691848) | Zoocasa",2300000,2398800,4 + 2 beds,6 baths,N/A sq. ft.,1 parking,"This Spectacular Millwork & Craftsmanship Architectural Luxurious Modern 3 Storey Home Has A High End Custom Precast, Located In Prime Davisville. 4+2 Bdrms + 6 Inspired Washrooms, 3rd Floor Is Exclusive 2nd Master Bdrm W/ Big Balcony, Truly Rare Offering Of A Distinctly Modern Home W/ Modern Chef's Dream Kitchen Including Premium Finishes & Overlooks The Family Rm, Wall Units & W/O Deck, 2 Fireplaces, Sprinklers System, Nanny Room, 1 Large Detached Garage.",C4691848,Detached,https://www.zoocasa.com/toronto-on-real-estate/6674840-507-davisville-ave-toronto-on-m4s1j2-vow,"507 Davisville Ave, Toronto , Ontario, Canada",43.7022475,-79.3767926,
120,"404 - 120 Dundalk Dr, Toronto (E4728191) | Zoocasa",332000,339000,2 beds,1 baths,900–999 sq. ft.,1 parking,"Beautiful Spacious Condo, Well Maintained. Mostly In Original Condition. Laminate Flooring , Appliances, & Furnace Has Been Changed A Few Years Ago. No Showings Due To On-Going Situation. Ensuite Laundry And Ensuite Storage, Large Balcony, Nicely Kept Apartment. Not Many Listings Available In This Building Very Desirable Area. With South Exposure, Prime Highway 401 And Kennedy Road Location Near Schools , Shopping And Ttc.",E4728191,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6758368-404-120-dundalk-dr-toronto-on-m1p4v9-vow," 120 Dundalk Dr, Toronto , Ontario, Canada",43.7713344,-79.2869978,
121,"34 Kildonan Rd, Toronto (E4731187) | Zoocasa",950000,949000,3 + 1 beds,2 baths,N/A sq. ft.,2 parking,"Gorgeous Extra-Wide Semi In Upper Beach. Tastefully Renovated And Updated Throughout Including Kitchen And Large Bathroom With Addition. Addition Also Includes Larger Master Bedroom With Walk-Out To Private Deck And Private Garage. Finished Rec Room And Full Washroom In The Basement Provides Plenty Of Room For Guest Or In-Law Suite. Close To The Beach, Danforth, Ttc, Go, Great Schools, Parks And Other Amenities. Freshly Painted Ready To Move In. See Vt & Fp",E4731187,Semi-Detached,https://www.zoocasa.com/toronto-on-real-estate/6765838-34-kildonan-rd-toronto-on-m4e2n6-vow,"34 Kildonan Rd, Toronto , Ontario, Canada",43.6832205,-79.3058648,
122,"130 Beech Ave, Toronto (E4729794) | Zoocasa",990000,895000,3 beds,1 baths,N/A sq. ft.,1 parking,"Prime Beach! Bright, Cheery And Fresh. Set Among Other Intriguing Homes Beneath A Mature Canopy Of Green. Short Stroll To Queen Street, The Beach And Boardwalk. Log Burning Fireplace. Private Parking Area (Via Right Of Way). Excellent Schools: Balmy Beach Community School, Glen Ames Senior Public School, And Malvern Collegiate.***(See Video In Virtual Tour)***",E4729794,Semi-Detached,https://www.zoocasa.com/toronto-on-real-estate/6762100-130-beech-ave-toronto-on-m4e3h6-vow,"130 Beech Ave, Toronto , Ontario, Canada",43.6741609,-79.2885071,
127,"16 Broadbridge Cres, Toronto (E4722501) | Zoocasa",953000,1000000,4 beds,3 baths,N/A sq. ft.,2 parking,Finally! Your Patience In Waiting For A Gem Has Been Rewarded. Fabulous 4 Bedroom Home In The Highly Sought After Rouge Neighbourhood. Beautiful Renovated Gourmet Kitchen. Sunken Family Room With Gas Fireplace And Walkout To Awesome Very Private Landscaped Treed Yard. This Fine Home Has Been Meticulously Maintained And Upgraded By The Proud Owners. A Short Stroll To All Key Amenities Including The Go Train. The Perfect Home For You And Your Family.,E4722501,Detached,https://www.zoocasa.com/toronto-on-real-estate/6745384-16-broadbridge-cres-toronto-on-m1c3j9-vow,"16 Broadbridge Cres, Toronto , Ontario, Canada",43.7872868,-79.1315467,
130,"919 - 400 Adelaide St E, Toronto (C4731441) | Zoocasa",645000,649900,1 + 1 beds,1 baths,600–699 sq. ft.,no parking,"Welcome To The Ivory On Adelaide - A White Concrete And Glass Gem Located Steps To Everything Awesome In The Eastern Core. Clocking In At A Bright 691 Sq Ft, Suite 919 Has One Of The Largest 1+Den Layouts In The Building. Smart, Modern Living With A Super Sought-After Oversized Den (Big Enough To Be A Bdrm And Has Own Door), Flr To Clng Windows, Full Size S/S Appliances, Stone Countertops And New Eng Oak Flooring. This Epic Suite Is Ready. Offers Anytime.",C4731441,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6766393-919-400-adelaide-st-e-toronto-on-m5a1n4-vow," 400 Adelaide St E, Toronto , Ontario, Canada",43.6527783,-79.3677633,
132,"4668 Dundas St W, Toronto (W4724918) | Zoocasa",1375000,1399900,3 beds,2 baths,N/A sq. ft.,4 parking,"Rarely Offered For Sale. Charming Bungalow On A 65 X 160 Lot. In High Demand Area. Surrounded By Large Estate Homes, Live In Or Renovate, Or Tear Down And Build Your Dream Home, There Are Many Possibilities With This Property.",W4724918,Detached,https://www.zoocasa.com/toronto-on-real-estate/6750954-4668-dundas-st-w-toronto-on-m9a1a6-vow,"4668 Dundas St W, Toronto , Ontario, Canada",43.654619,-79.5240079,
133,"195 Riverdale Ave, Toronto (E4729445) | Zoocasa",1600000,1449000,4 beds,3 baths,N/A sq. ft.,2 parking,"This Prime Riverdale Renovated Family Home In The Coveted Pape School District Is Sure To Impress! Featuring 4 Spacious Bedrooms, 3 Spa Style Baths, Finished Bsmt With Separate Entrance & 2 Car Parking! Stunning Custom Kitchen With 6.5' Island, Top Of The Line Ss Appliances & Oversized Floor To Ceiling Window Overlooking The South Facing Garden. Filled With An Abundance Of Natural Light. Custom Millwork Throughout. Main Floor 2Pc Powder Room & Mud Room",E4729445,Semi-Detached,https://www.zoocasa.com/toronto-on-real-estate/6761076-195-riverdale-ave-toronto-on-m4k1c4-vow,"195 Riverdale Ave, Toronto , Ontario, Canada",43.6703159,-79.3452245,
134,"204 De Grassi St, Toronto (E4730147) | Zoocasa",1351000,1089000,4 + 1 beds,2 baths,N/A sq. ft.,no parking,"Classic Victorian Rowhouse On South Riverdale's Most Sought-After St! Built In 1880 & Cared For By Same Owner For 35 Yrs. Charming Details Incl: Original Wood Burning Fireplace & Exposed Brick Walls, Stained Glass Window & Mouldings. 10' Main Floor Ceilings, Refinshed Hardwood Flrs, Finished Bsmt. Large 3rd Floor W/O To Deck. Low Mntc West-Facing Backyard W/Mature Tree Canopy. Short Walk To Queen East & 15 Mins Bike To King/Yonge. This Is A Rare Opportunity!!",E4730147,Att/Row/Twnhouse,https://www.zoocasa.com/toronto-on-real-estate/6762982-204-de-grassi-st-toronto-on-m4m2k7-vow,"204 De Grassi St, Toronto , Ontario, Canada",43.6648217,-79.3480073,
135,"1015 Briar Hill Ave, Toronto (W4731239) | Zoocasa",900000,699000,2 + 1 beds,2 baths,N/A sq. ft.,2 parking,"Invest Securely In This Adorable Home In A Family Friendly Neighbourhood! 10 Min Walk To Glencairn Subway Or New Eglinton Lrt. Close To Yorkdale, Beltline Trail, Hwy 401. 2 Sunny Bedrooms Upstairs W Large Closets. Inlaw Suite/Family Rm In Bsmt W Separate Entrance, 3rd Bdrm, Big Windows, Potential Rental Income. Private Drive. 2 Car Parking, With Garage. Sunny, South Facing Backyard Oasis. Many Recent Updates; Refer To Schedule C. Inspection Report Available.",W4731239,Detached,https://www.zoocasa.com/toronto-on-real-estate/6765843-1015-briar-hill-ave-toronto-on-m6b1m6-vow,"1015 Briar Hill Ave, Toronto , Ontario, Canada",43.7033906,-79.4472484,
136,"9 Ordway Rd, Toronto (E4731562) | Zoocasa",765000,789000,3 + 1 beds,2 baths,N/A sq. ft.,4 parking,"This Beautiful Home Has Been Lovingly Maintained By The Original Owner! Spacious Bungalow In Demand Area. Massive Pie Shaped Lot. Separate Entrance To Finished Basement. 2 Bathrooms. Hardwood Floors. Roof (December 2019) Tons Of Storage. Long Driveway. Neat As A Pin Shows Pride Of Ownership Thru-Out! Desirable Location, Walk To Ttc, Mins To 401, Schools, Shopping! This Is The First Time This Home Has Come To Market In 66 Years - Don't Miss Out!",E4731562,Detached,https://www.zoocasa.com/toronto-on-real-estate/6766531-9-ordway-rd-toronto-on-m1k4j3-vow,"9 Ordway Rd, Toronto , Ontario, Canada",43.7324521,-79.2505992,
137,"31 Rangoon Rd, Toronto (W4727954) | Zoocasa",780000,799900,3 beds,1 baths,N/A sq. ft.,4 parking,"""Erinate Community"" ** Excellent Opportunity** Choose Your Own Finishes ** Separate Side Entrance ** Unspoiled Basement ** Potential In-Law Suite ** Large Fenced Yard ** Plenty Of Parking ** Walking Distance To Centennial Park, Arena, Olympium, Ski Hill & Golf Course. Easy Access To Hwys 427 & 401. Minutes To Airport. Close To Public Transit, Shopping, Churches & Schools.",W4727954,Detached,https://www.zoocasa.com/toronto-on-real-estate/6758167-31-rangoon-rd-toronto-on-m9c4n5-vow,"31 Rangoon Rd, Toronto , Ontario, Canada",43.6643283,-79.5774861,
138,"816 - 21 Dale Ave, Toronto (C4708610) | Zoocasa",900000,939000,2 beds,1 baths,1000–1199 sq. ft.,no parking,"Desirable Boutique Co-Op In South Rosedale On 5 Acres Of Beautiful Gardens. Walking Distance To Castle Frank Subway. Bright Updated South Facing Unit Centrally Located Overlooking Central Courtyard And Birch Grove. All Parquet Floors, Sanded & Sealed. All Ceilings Replaced & Pot Lights Installed. Gleaming Renovated Kitchen W/Cesar Stone Counter Tops. Renovated Bath With Built-Ins & Decorative Tile Surrounding. 21 Dale Is A Community Not Just A Place To Live!",C4708610,Co-Op Apt,https://www.zoocasa.com/toronto-on-real-estate/6713204-816-21-dale-ave-toronto-on-m4w1k3-vow," 21 Dale Ave, Toronto , Ontario, Canada",43.6736168,-79.3714147,
139,"82 Dunedin Dr, Toronto (W4730599) | Zoocasa",2725000,2798000,4 + 2 beds,4 baths,2500–3000 sq. ft.,2 parking,"Exquisite 4+2 Bedroom, 4 Bath Full Reno With Rear Addition Is Unparalleled In Style, Comfort & High-Calibre Finishes. In Addition To A Coveted ""Kingsway"" Locale & Natural Stone Exterior, This Home Boasts Limestone & Marble Floors With Inlays*3/4In Oak Hardwood Floors*Stunning Custom Cabinetry*Decorative Plaster Mouldings & Wainscoting*Pure Wool Broadloom*High Ceilings*Solid Doors*Incredibly Well-Planned Space Full Of Designer Touches And Total 3,855 Sqft.",W4730599,Detached,https://www.zoocasa.com/toronto-on-real-estate/6764135-82-dunedin-dr-toronto-on-m8x2k5-vow,"82 Dunedin Dr, Toronto , Ontario, Canada",43.6571688,-79.5114926,
140,"101 Huntingdale Blvd, Toronto (E4723493) | Zoocasa",700000,668000,3 + 1 beds,2 baths,1600–1799 sq. ft.,1 parking,"Good Location, Steps To Bridlewood Mall, Ttc, Library Via Short Cut, Easy Drive To 404/401, Close To Seneca College. High Ranking School Zone, Jr Pub Sch(9/10), Largest Townhouse Unit, Bright &Well Maint , Oversized Living Rm & Bedrm, Laminate Floor Throughout, Modern Kitchen, Recreation Rm Can Be As Four Bedrm. Recent Yrs Reno Incl Windows(2016), Back Dr(2016),Hi- Eff Furnace & Air Condition(2015) And More, 9 Ft Windows And 12 Ft Ceiling Living Room.",E4723493,Condo Townhouse,https://www.zoocasa.com/toronto-on-real-estate/6747480-101-huntingdale-blvd-toronto-on-m1w1t2-vow,"101 Huntingdale Blvd, Toronto , Ontario, Canada",43.7955057,-79.3235059,
141,"S815 - 120 Bayview Ave, Toronto (C4725514) | Zoocasa",500000,529000,1 beds,1 baths,0-499 sq. ft.,no parking,"Fantastic Opportunity To Live In The Highly Desirable Canary Park! Junior 1 Bedroom With Custom Sliding Door, Modern Kitchen With Quartz Counters, Large Balcony, Freshly Painted, No Wasted Space, Stones Throw Away From The Distillery District, Leslieville, Restaurants, Ymca, Bike Paths, Cherry Beach And The Waterfront, Street Car At Your Doorstep. Amenities Include Infinity Pool, Gym, Party Room, Rooftop Patio, Concierge And Security.",C4725514,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6752566-s815-120-bayview-ave-toronto-on-m5a0g4-vow," 120 Bayview Ave, Toronto , Ontario, Canada",43.6540854,-79.3541717,
